name,price,单位
秦皇岛 北戴河新区大蒲河镇东沙河左大桥西500米,8500,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[外环以外]天津天嘉湖大道西侧,8800,元/㎡起
[四至五环]朝阳东四环中路58号,价格待定,
[五至六环]朝阳驹子房村,37000,元/㎡
天津 [外环以外]宝坻津蓟高速2号出口,9500,元/㎡
[六环以外]廊坊开发区东方大学城西侧(楼庄路与居易道交汇处),12000,元/㎡起
[四至五环]大兴南大红门路与五福堂路交叉口,63500,元/㎡
[六环以外]霸州霸州·温泉新都孔雀城接待中心(大广高速392出口),8800,元/㎡
[五至六环]通州永顺镇榆东一街,60000,元/㎡起
[六环以外]崇礼河北省张家口市崇礼区万龙路口南(汤inn温泉假日酒店南侧),18000,元/㎡
[三至四环]丰台宋家庄站向南200米,95500,元/㎡起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
"[五至六环]通州玉桥西路与运河西大街交汇处,通州区青少年活动中心北侧",72000,元/㎡
[五至六环]石景山阜石路与北辛安路交叉口南,63500,元/㎡
[四至五环]丰台南四环新宫地铁站南800米,,
[五至六环]海淀北清路永丰产业基地东侧,75000,元/㎡
"[五至六环]昌平北五环京承高速07出口西,七星路与七北路交汇",60000,元/㎡
[五至六环]昌平北七家镇定泗路与七北路交叉口东行200米,55000,元/㎡
[五至六环]昌平新城地铁南邵站西侧,500,万元/套起
"[五至六环]通州京杭大运河与通胡大街交汇东北角,运河文化广场公园东侧",72000,元/㎡
秦皇岛 北戴河新区大蒲河镇东沙河左大桥西500米,8500,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[外环以外]天津天嘉湖大道西侧,8800,元/㎡起
[四至五环]朝阳东四环中路58号,价格待定,
[五至六环]朝阳驹子房村,37000,元/㎡
天津 [外环以外]宝坻津蓟高速2号出口,9500,元/㎡
[六环以外]廊坊开发区东方大学城西侧(楼庄路与居易道交汇处),12000,元/㎡起
[四至五环]大兴南大红门路与五福堂路交叉口,63500,元/㎡
[六环以外]霸州霸州·温泉新都孔雀城接待中心(大广高速392出口),8800,元/㎡
[五至六环]通州永顺镇榆东一街,60000,元/㎡起
[六环以外]崇礼河北省张家口市崇礼区万龙路口南(汤inn温泉假日酒店南侧),18000,元/㎡
[三至四环]丰台宋家庄站向南200米,95500,元/㎡起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
"[五至六环]通州玉桥西路与运河西大街交汇处,通州区青少年活动中心北侧",72000,元/㎡
[五至六环]石景山阜石路与北辛安路交叉口南,63500,元/㎡
[四至五环]丰台南四环新宫地铁站南800米,,
[五至六环]海淀北清路永丰产业基地东侧,75000,元/㎡
"[五至六环]昌平北五环京承高速07出口西,七星路与七北路交汇",60000,元/㎡
[五至六环]昌平北七家镇定泗路与七北路交叉口东行200米,55000,元/㎡
[五至六环]昌平新城地铁南邵站西侧,500,万元/套起
"[五至六环]通州京杭大运河与通胡大街交汇东北角,运河文化广场公园东侧",72000,元/㎡
秦皇岛 北戴河新区大蒲河镇东沙河左大桥西500米,8500,元/㎡
[五至六环]大兴博兴八路与兴海一街交叉口西北侧,52695,元/㎡
[外环以外]天津天嘉湖大道西侧,8800,元/㎡起
[四至五环]朝阳东四环中路58号,价格待定,
[五至六环]朝阳驹子房村,37000,元/㎡
天津 [外环以外]宝坻津蓟高速2号出口,9500,元/㎡
[六环以外]廊坊开发区东方大学城西侧(楼庄路与居易道交汇处),12000,元/㎡起
[四至五环]大兴南大红门路与五福堂路交叉口,63500,元/㎡
[六环以外]霸州霸州·温泉新都孔雀城接待中心(大广高速392出口),8800,元/㎡
[五至六环]通州永顺镇榆东一街,60000,元/㎡起
[六环以外]崇礼河北省张家口市崇礼区万龙路口南(汤inn温泉假日酒店南侧),18000,元/㎡
[三至四环]丰台宋家庄站向南200米,95500,元/㎡起
[四至五环]丰台南四环地铁新宫站南500米,82000,元/㎡
"[五至六环]通州玉桥西路与运河西大街交汇处,通州区青少年活动中心北侧",72000,元/㎡
[六环以外]密云密溪路39号院,31000,元/㎡
[五至六环]昌平京藏高速北安河出口北行300米右转即到,58500,元/㎡
"[五至六环]昌平北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东",2500,万元/套起
[五至六环]大兴东南五环小羊坊南街与经海一路交汇处,2400,万元/套起
[五至六环]通州永顺镇潞苑东路西侧,27000,元/㎡
[六环以外]通州光机电产业基地核心区兴光三街9号院,54000,元/㎡
[五至六环]大兴新城黄村兴华大街地铁4号线枣园站,46000,元/㎡
[五至六环]昌平地铁8号线或13号线霍营站北侧300米,61000,元/㎡
[六环以外]门头沟永定镇石龙西路与三石路交叉口向西200米南侧,52000,元/㎡
[六环以外]秦皇岛北戴河新区,14000,元/㎡
[六环以外]丰台王佐桥西500米,49800,元/㎡
[五至六环]通州首都机场向南8公里窑管路,1100,万元/套起
"[五至六环]昌平定泗路,京承高速北七家出口以西1000米",2800,万元/套起
[五至六环]海淀西北旺镇永丰路百旺公园东侧,7000,万元/套起
[六环以外]密云京承高速16出口水库方向、白河公园300米路东,35400,元/㎡
"[六环以外]辽宁绥中滨海经济开发区,老龙头沿海向东11公里(九江河桥东)",8800,元/㎡
[六环以外]武清龙凤新城大东线北,17000,元/㎡
[六环以外]秦皇岛北戴河新区,24000,元/㎡
[六环以外]顺义张镇张各庄村,27000,元/㎡起
[六环以外]怀柔红螺路39号院,1300,万元/套起
[六环以外]密云密溪路39号院,31000,元/㎡
[五至六环]昌平京藏高速北安河出口北行300米右转即到,58500,元/㎡
"[五至六环]昌平北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东",2500,万元/套起
[五至六环]大兴东南五环小羊坊南街与经海一路交汇处,2400,万元/套起
[五至六环]通州永顺镇潞苑东路西侧,27000,元/㎡
[六环以外]通州光机电产业基地核心区兴光三街9号院,54000,元/㎡
[五至六环]大兴新城黄村兴华大街地铁4号线枣园站,46000,元/㎡
[五至六环]昌平地铁8号线或13号线霍营站北侧300米,61000,元/㎡
[六环以外]门头沟永定镇石龙西路与三石路交叉口向西200米南侧,52000,元/㎡
[六环以外]秦皇岛北戴河新区,14000,元/㎡
[六环以外]丰台王佐桥西500米,49800,元/㎡
[五至六环]通州首都机场向南8公里窑管路,1100,万元/套起
"[五至六环]昌平定泗路,京承高速北七家出口以西1000米",2800,万元/套起
[五至六环]海淀西北旺镇永丰路百旺公园东侧,7000,万元/套起
[六环以外]密云京承高速16出口水库方向、白河公园300米路东,35400,元/㎡
"[六环以外]辽宁绥中滨海经济开发区,老龙头沿海向东11公里(九江河桥东)",8800,元/㎡
[六环以外]武清龙凤新城大东线北,17000,元/㎡
[六环以外]秦皇岛北戴河新区,24000,元/㎡
[六环以外]顺义张镇张各庄村,27000,元/㎡起
[六环以外]怀柔红螺路39号院,1300,万元/套起
[六环以外]密云密溪路39号院,31000,元/㎡
[五至六环]昌平京藏高速北安河出口北行300米右转即到,58500,元/㎡
"[五至六环]昌平北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东",2500,万元/套起
[五至六环]大兴东南五环小羊坊南街与经海一路交汇处,2400,万元/套起
[五至六环]通州永顺镇潞苑东路西侧,27000,元/㎡
[六环以外]通州光机电产业基地核心区兴光三街9号院,54000,元/㎡
[五至六环]大兴新城黄村兴华大街地铁4号线枣园站,46000,元/㎡
[五至六环]昌平地铁8号线或13号线霍营站北侧300米,61000,元/㎡
[五至六环]海淀八达岭高速清河桥西南角,74500,元/㎡
天津 [外环以外]宝坻津蓟高速往蓟县方向3号出口,9500,元/㎡
[六环以外]门头沟永定镇石龙西路与三石路交叉口向西200米南侧,52000,元/㎡
[六环以外]秦皇岛北戴河新区,14000,元/㎡
[六环以外]丰台王佐桥西500米,49800,元/㎡
[五至六环]通州首都机场向南8公里窑管路,1100,万元/套起
"[五至六环]昌平定泗路,京承高速北七家出口以西1000米",2800,万元/套起
[五至六环]海淀西北旺镇永丰路百旺公园东侧,7000,万元/套起
[六环以外]密云京承高速16出口水库方向、白河公园300米路东,35400,元/㎡
"[六环以外]辽宁绥中滨海经济开发区,老龙头沿海向东11公里(九江河桥东)",8800,元/㎡
[六环以外]武清龙凤新城大东线北,17000,元/㎡
[六环以外]秦皇岛北戴河新区,24000,元/㎡
[六环以外]顺义张镇张各庄村,27000,元/㎡起
[六环以外]怀柔红螺路39号院,1300,万元/套起
[六环以外]密云密溪路39号院,31000,元/㎡
[五至六环]昌平京藏高速北安河出口北行300米右转即到,58500,元/㎡
"[五至六环]昌平北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东",2500,万元/套起
[五至六环]大兴东南五环小羊坊南街与经海一路交汇处,2400,万元/套起
[五至六环]通州永顺镇潞苑东路西侧,27000,元/㎡
[六环以外]通州光机电产业基地核心区兴光三街9号院,54000,元/㎡
[五至六环]大兴新城黄村兴华大街地铁4号线枣园站,46000,元/㎡
[五至六环]昌平地铁8号线或13号线霍营站北侧300米,61000,元/㎡
[六环以外]门头沟永定镇石龙西路与三石路交叉口向西200米南侧,52000,元/㎡
[六环以外]秦皇岛北戴河新区,14000,元/㎡
[六环以外]丰台王佐桥西500米,49800,元/㎡
[五至六环]通州首都机场向南8公里窑管路,1100,万元/套起
"[五至六环]昌平京城高速第七出口(北七家),定泗路与立汤路交汇处向西行2公里",2500,万元/套起
[五至六环]通州宋庄镇格拉斯小镇营销中心,6300,万元/套起
[二环以内]西城宣内大街西绒线胡同28号(美爵酒店东侧),150000,元/㎡
"[五至六环]通州运河西大街,果园环岛向东两公里",75000,元/㎡
"[六环以外]昌平京藏高速30(昌平城区)出口向东,南环大桥东侧1000米",48000,元/㎡
[三至四环]丰台马家堡东路168号院,65500,元/㎡
[六环以外]顺义天竺镇薛大人庄村,65000,元/㎡
[五至六环]通州朝阳北路东端与温榆河交汇处(北京物资学院北侧),48000,元/㎡
[二环以内]西城西单时代广场中组部南200米路东,187000,元/㎡
[六环以外]固安固涿路北,13000,元/㎡
[三至四环]朝阳霄云路8号,5500,万元/套起
[三至四环]朝阳东三环cctv北50米,180000,元/㎡
[六环以外]大兴南中轴路魏善庄中学北侧,28500,元/㎡
[六环以外]涞水天鹅湖生态旅游风景区内,8500,元/㎡
[六环以外]顺义新城马坡组团金宝花园酒店北侧,800,万元/套起
[六环以外]昌平马池口镇百葛路366号,34000,元/㎡
[六环以外]顺义顺恒大街香悦四季西区5号楼,42000,元/㎡
[六环以外]秦皇岛山海关东·东戴河滨海大道1号,8500,元/㎡
[五至六环]海淀八达岭高速清河桥西南角,74500,元/㎡
天津 [外环以外]宝坻津蓟高速往蓟县方向3号出口,9500,元/㎡
"[五至六环]昌平京城高速第七出口(北七家),定泗路与立汤路交汇处向西行2公里",2500,万元/套起
[五至六环]通州宋庄镇格拉斯小镇营销中心,6300,万元/套起
[二环以内]西城宣内大街西绒线胡同28号(美爵酒店东侧),150000,元/㎡
"[五至六环]通州运河西大街,果园环岛向东两公里",75000,元/㎡
[请选择]北京周边河北省唐山市遵化市兴旺寨乡,6000,元/㎡起
"[五至六环]昌平定泗路,京承高速北七家出口以西1000米",2800,万元/套起
[五至六环]海淀西北旺镇永丰路百旺公园东侧,7000,万元/套起
[六环以外]密云京承高速16出口水库方向、白河公园300米路东,35400,元/㎡
"[六环以外]辽宁绥中滨海经济开发区,老龙头沿海向东11公里(九江河桥东)",8800,元/㎡
[六环以外]武清龙凤新城大东线北,17000,元/㎡
[六环以外]秦皇岛北戴河新区,24000,元/㎡
[六环以外]顺义张镇张各庄村,27000,元/㎡起
[六环以外]怀柔红螺路39号院,1300,万元/套起
[六环以外]密云密溪路39号院,31000,元/㎡
[五至六环]昌平京藏高速北安河出口北行300米右转即到,58500,元/㎡
"[五至六环]昌平北五环外紧邻立汤路,北七家建材城向北第一个路口200米路东",2500,万元/套起
[五至六环]大兴东南五环小羊坊南街与经海一路交汇处,2400,万元/套起
[五至六环]通州永顺镇潞苑东路西侧,27000,元/㎡
[六环以外]通州光机电产业基地核心区兴光三街9号院,54000,元/㎡
[五至六环]大兴新城黄村兴华大街地铁4号线枣园站,46000,元/㎡
[五至六环]昌平地铁8号线或13号线霍营站北侧300米,61000,元/㎡
[六环以外]门头沟永定镇石龙西路与三石路交叉口向西200米南侧,52000,元/㎡
[六环以外]秦皇岛北戴河新区,14000,元/㎡
[六环以外]丰台王佐桥西500米,49800,元/㎡
[五至六环]通州首都机场向南8公里窑管路,1100,万元/套起
"[五至六环]昌平定泗路,京承高速北七家出口以西1000米",2800,万元/套起
[五至六环]海淀西北旺镇永丰路百旺公园东侧,7000,万元/套起
[六环以外]密云京承高速16出口水库方向、白河公园300米路东,35400,元/㎡
"[六环以外]昌平京藏高速30(昌平城区)出口向东,南环大桥东侧1000米",48000,元/㎡
[三至四环]丰台马家堡东路168号院,65500,元/㎡
[六环以外]顺义天竺镇薛大人庄村,65000,元/㎡
[五至六环]通州朝阳北路东端与温榆河交汇处(北京物资学院北侧),48000,元/㎡
[二环以内]西城西单时代广场中组部南200米路东,187000,元/㎡
[六环以外]固安固涿路北,13000,元/㎡
[三至四环]朝阳霄云路8号,5500,万元/套起
[三至四环]朝阳东三环cctv北50米,180000,元/㎡
[六环以外]大兴南中轴路魏善庄中学北侧,28500,元/㎡
[六环以外]涞水天鹅湖生态旅游风景区内,8500,元/㎡
[六环以外]顺义新城马坡组团金宝花园酒店北侧,800,万元/套起
[六环以外]昌平马池口镇百葛路366号,34000,元/㎡
[六环以外]顺义顺恒大街香悦四季西区5号楼,42000,元/㎡
[六环以外]秦皇岛山海关东·东戴河滨海大道1号,8500,元/㎡
[五至六环]海淀八达岭高速清河桥西南角,74500,元/㎡
天津 [外环以外]宝坻津蓟高速往蓟县方向3号出口,9500,元/㎡
"[五至六环]昌平京城高速第七出口(北七家),定泗路与立汤路交汇处向西行2公里",2500,万元/套起
[五至六环]通州宋庄镇格拉斯小镇营销中心,6300,万元/套起
